Gene,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
grpE,1,1,1,1,1,1,1,1
mtr,1,1,1,1,1,1,1,1
chpE,1,1,1,1,1,1,1,1
pncB,1,1,1,1,1,1,1,1
folP,1,1,1,1,1,1,1,1
glpE,1,1,1,1,1,1,1,1
cheW,1,1,1,1,1,1,1,1
yecT,1,1,1,1,1,1,1,1
group_623,1,1,1,1,1,1,1,1
ywqK,1,1,1,1,1,1,1,1
group_619,1,1,1,1,1,1,1,1
pilK,1,1,1,1,1,1,1,1
icdM,1,1,1,1,1,1,1,1
yifB,1,1,1,1,1,1,1,1
yecE,1,1,1,1,1,1,1,1
benB,1,1,1,1,1,1,1,1
flhF,1,1,1,1,1,1,1,1
mexC,1,1,1,1,1,1,1,1
pleD,1,1,1,1,1,1,1,1
group_601,1,1,1,1,1,1,1,1
group_600,1,1,1,1,1,1,1,1
ribN,1,1,1,1,1,1,1,1
group_594,1,1,1,1,1,1,1,1
group_593,1,1,1,1,1,1,1,1
ppx,1,1,1,1,1,1,1,1
hemB,1,1,1,1,1,1,1,1
group_591,1,1,1,1,1,1,1,1
yesE,1,1,1,1,1,1,1,1
pvdA,1,1,1,1,1,1,1,1
group_579,1,1,1,1,1,1,1,1
group_576,1,1,1,1,1,1,1,1
sCPU,1,1,1,1,1,1,1,1
group_570,1,1,1,1,1,1,1,1
plsC,1,1,1,1,1,1,1,1
ccmA,1,1,1,1,1,1,1,1
ybaY,1,1,1,1,1,1,1,1
rbfA,1,1,1,1,1,1,1,1
pgeF,1,1,1,1,1,1,1,1
tolB,1,1,1,1,1,1,1,1
glnE,1,1,1,1,1,1,1,1
group_552,1,1,1,1,1,1,1,1
pheT,1,1,1,1,1,1,1,1
mMPL,1,1,1,1,1,1,1,1
odhB,1,1,1,1,1,1,1,1
group_542,1,1,1,1,1,1,1,1
group_540,1,1,1,1,1,1,1,1
group_534,1,1,1,1,1,1,1,1
group_531,1,1,1,1,1,1,1,1
mexV,1,1,1,1,1,1,1,1
group_527,1,1,1,1,1,1,1,1
cdaR,1,1,1,1,1,1,1,1
tse1,1,1,1,1,1,1,1,1
gyrB,1,1,1,1,1,1,1,1
cls,1,1,1,1,1,1,1,1
group_508,1,1,1,1,1,1,1,1
lysX,1,1,1,1,1,1,1,1
cHAD,1,1,1,1,1,1,1,1
group_478,1,1,1,1,1,1,1,1
mrcA,1,1,1,1,1,1,1,1
group_464,1,1,1,1,1,1,1,1
plsB,1,1,1,1,1,1,1,1
pA1661,1,1,1,1,1,1,1,1
infB,1,1,1,1,1,1,1,1
group_443,1,1,1,1,1,1,1,1
ctpL~~~tar,1,1,1,1,1,1,1,1
tamA,1,1,1,1,1,1,1,1
nrdR,1,1,1,1,1,1,1,1
clpB,1,1,1,1,1,1,1,1
yfaT,1,1,1,1,1,1,1,1
med,1,1,1,1,1,1,1,1
yeaO,1,1,1,1,1,1,1,1
group_430,1,1,1,1,1,1,1,1
trpG,1,1,1,1,1,1,1,1
mutS,1,1,1,1,1,1,1,1
yjhB,1,1,1,1,1,1,1,1
mnhF,1,1,1,1,1,1,1,1
mexA,1,1,1,1,1,1,1,1
aceE,1,1,1,1,1,1,1,1
pepN,1,1,1,1,1,1,1,1
yjiA,1,1,1,1,1,1,1,1
proW,1,1,1,1,1,1,1,1
polA,1,1,1,1,1,1,1,1
yadS,1,1,1,1,1,1,1,1
clpG,1,1,1,1,1,1,1,1
group_338,1,1,1,1,1,1,1,1
gph,1,1,1,1,1,1,1,1
pulE,1,1,1,1,1,1,1,1
sucA,1,1,1,1,1,1,1,1
putA,1,1,1,1,1,1,1,1
rapA,1,1,1,1,1,1,1,1
mksF,1,1,1,1,1,1,1,1
valS,1,1,1,1,1,1,1,1
fimL,1,1,1,1,1,1,1,1
uspA,1,1,1,1,1,1,1,1
rlmJ,1,1,1,1,1,1,1,1
secA,1,1,1,1,1,1,1,1
fdhE,1,1,1,1,1,1,1,1
recG,1,1,1,1,1,1,1,1
group_308,1,1,1,1,1,1,1,1
dppD,1,1,1,1,1,1,1,1
dctB,1,1,1,1,1,1,1,1
group_298,1,1,1,1,1,1,1,1
znuB,1,1,1,1,1,1,1,1
pcm,1,1,1,1,1,1,1,1
group_282,1,1,1,1,1,1,1,1
group_281,1,1,1,1,1,1,1,1
group_280,1,1,1,1,1,1,1,1
pA2359,1,1,1,1,1,1,1,1
msuE,1,1,1,1,1,1,1,1
acuC,1,1,1,1,1,1,1,1
group_260,1,1,1,1,1,1,1,1
caiA,1,1,1,1,1,1,1,1
mlaA,1,1,1,1,1,1,1,1
triC,1,1,1,1,1,1,1,1
mexW,1,1,1,1,1,1,1,1
gspH~~~xcpU,1,1,1,1,1,1,1,1
nqrF,1,1,1,1,1,1,1,1
mexK,1,1,1,1,1,1,1,1
pyrC,1,1,1,1,1,1,1,1
group_217,1,1,1,1,1,1,1,1
nCS2,1,1,1,1,1,1,1,1
ffh,1,1,1,1,1,1,1,1
acyC,1,1,1,1,1,1,1,1
carB,1,1,1,1,1,1,1,1
group_169,1,1,1,1,1,1,1,1
mdlC,1,1,1,1,1,1,1,1
group_167,1,1,1,1,1,1,1,1
opmB,1,1,1,1,1,1,1,1
wspR,1,1,1,1,1,1,1,1
xylB,1,1,1,1,1,1,1,1
pckA,1,1,1,1,1,1,1,1
gpmI,1,1,1,1,1,1,1,1
group_142,1,1,1,1,1,1,1,1
group_136,1,1,1,1,1,1,1,1
tpbB,1,1,1,1,1,1,1,1
group_135,1,1,1,1,1,1,1,1
tssF~~~pA2369,1,1,1,1,1,1,1,1
coaBC,1,1,1,1,1,1,1,1
nhaP2,1,1,1,1,1,1,1,1
typA,1,1,1,1,1,1,1,1
glpR,1,1,1,1,1,1,1,1
alphaE,1,1,1,1,1,1,1,1
dxs,1,1,1,1,1,1,1,1
mnmG,1,1,1,1,1,1,1,1
thrS,1,1,1,1,1,1,1,1
siaA,1,1,1,1,1,1,1,1
kdpB,1,1,1,1,1,1,1,1
kdpA,1,1,1,1,1,1,1,1
plcN,1,1,1,1,1,1,1,1
pta,1,1,1,1,1,1,1,1
glcB,1,1,1,1,1,1,1,1
metH,1,1,1,1,1,1,1,1
adk,1,1,1,1,1,1,1,1
parC~~~parC_S87L,1,1,1,1,1,1,1,1
pqiC,1,1,1,1,1,1,1,1
coxL,1,1,1,1,1,1,1,1
cheY~~~ladS,1,1,1,1,1,1,1,1
napA,1,1,1,1,1,1,1,1
topA,1,1,1,1,1,1,1,1
acnB,1,1,1,1,1,1,1,1
clpV1,1,1,1,1,1,1,1,1
cusA,1,1,1,1,1,1,1,1
oqxB~~~mexF,1,1,1,1,1,1,1,1
mfd,1,1,1,1,1,1,1,1
pA2361,1,1,1,1,1,1,1,1
group_64,1,1,1,1,1,1,1,1
glyA~~~glyA3,1,1,1,1,1,1,1,1
gltB3,1,1,1,1,1,1,1,1
smc,1,1,1,1,1,1,1,1
acrR,1,1,1,1,1,1,1,1
yobV,1,1,1,1,1,1,1,1
group_14,1,1,1,1,1,1,1,1
serB,1,1,1,1,1,1,1,1
prmB,1,1,1,1,1,1,1,1
pmpM,1,1,1,1,1,1,1,1
ccoN,1,1,1,1,1,1,1,1
cirA,1,1,1,1,1,1,1,1
group_1,1,1,1,1,1,1,1,1
nirB,1,1,1,1,1,1,1,1
yebA,1,1,1,1,1,1,1,1
group_12128,1,1,1,1,1,1,0,1
group_12120,1,1,1,1,1,1,1,1
acrR~~~nalD,1,1,0,1,1,1,1,1
group_12102,1,1,1,1,0,1,1,1
group_12101,1,1,1,1,1,1,0,1
group_12097,1,1,1,1,1,1,0,1
group_12066,1,1,1,1,1,1,0,1
group_12064,1,1,1,1,1,1,0,1
group_12048,1,1,1,1,1,1,0,1
radA,1,1,1,1,1,1,1,1
fhaC~~~cdrB,1,1,1,1,1,1,1,1
group_12043,1,1,1,1,0,1,1,1
rpmH,1,1,1,1,1,1,0,1
group_12024,1,1,1,1,0,1,1,1
ilvC,1,1,1,1,0,1,1,1
group_11997,1,1,1,1,0,1,1,1
group_11991,1,1,1,1,1,1,0,1
tse4,1,1,1,1,1,1,0,1
ambE~~~grsT,1,1,1,1,1,1,0,1
group_11983,1,1,1,1,1,1,0,1
group_11974,1,1,1,1,1,1,0,1
ssuB2,1,1,0,1,1,1,1,1
group_11958,1,1,1,1,1,1,0,1
group_11955,1,1,1,1,1,1,0,1
group_11944,1,1,1,1,1,1,1,1
group_11943,1,1,1,1,1,1,1,1
group_11939,1,1,1,1,1,1,0,1
group_11926,1,1,1,1,1,1,0,1
era,1,1,1,1,1,1,1,1
group_11916,1,1,0,1,1,1,1,1
group_11901,1,1,1,1,1,1,1,1
atsA,1,1,1,1,0,1,1,1
eutH,1,1,1,1,1,1,0,1
group_11889,1,1,1,1,1,1,0,1
group_11887,1,1,1,1,1,1,0,1
group_11884,1,1,1,1,1,1,0,1
group_11880,1,1,1,1,1,1,0,1
group_11875,1,1,1,1,1,1,0,1
group_11872,1,1,1,1,1,1,0,1
group_11858,1,1,1,1,0,1,1,1
group_11857,1,1,1,1,1,1,0,1
entF2,1,1,1,1,1,1,0,1
group_11848,1,1,1,1,1,1,0,1
arnA,1,1,0,1,1,1,1,1
group_11843,1,1,1,1,1,1,0,1
group_11842,1,1,0,1,1,1,1,1
group_11822,1,1,0,1,1,1,1,1
group_11821,1,1,1,1,0,1,1,1
group_11804,1,1,0,1,1,1,1,1
group_11796,1,1,1,1,1,1,0,1
group_11793,1,1,1,1,1,1,0,1
group_11792,1,1,1,1,1,1,1,1
spcS,1,1,1,1,1,1,0,1
group_11780,1,1,0,1,1,1,1,1
csgD,1,1,1,1,1,1,0,1
group_11768,1,1,1,1,1,1,1,1
group_11763,1,1,0,1,1,1,1,1
group_11761,1,1,1,1,1,1,0,1
group_11753,1,1,1,1,1,1,0,1
pulG,1,1,1,1,1,1,0,1
ydcH,1,1,1,1,1,1,1,1
aphA,1,1,1,1,1,1,1,1
group_11746,1,1,1,1,1,1,1,1
group_11740,1,1,1,1,1,1,0,1
group_11735,1,1,0,1,1,1,1,1
group_11729,1,1,1,1,1,1,0,1
group_11722,1,1,0,1,1,1,1,1
group_11711,1,1,1,1,1,1,0,1
aruI,1,1,1,1,1,1,1,1
group_11703,1,1,1,1,1,1,0,1
group_11702,1,1,1,1,1,1,0,1
group_11700,1,1,1,1,0,1,1,1
group_11697,1,1,1,1,1,1,1,1
group_11685,1,1,1,1,1,1,0,1
group_11681,1,1,1,1,1,1,0,1
group_11680,1,1,1,1,1,1,0,1
exoT,1,1,1,1,1,1,0,1
group_11665,1,1,1,1,1,1,0,1
group_11657,1,1,1,1,1,1,1,1
group_11656,1,1,1,1,1,1,0,1
group_11639,1,1,1,1,1,1,0,1
group_11636,1,1,1,1,1,1,0,1
group_11633,1,1,1,1,1,1,1,1
group_11629,1,1,1,1,1,1,0,1
group_11625,1,1,1,1,1,1,0,1
group_11615,1,1,1,1,1,1,0,1
group_11613,1,1,1,1,0,1,1,1
algF,1,1,0,1,1,1,1,1
gltR,1,1,1,1,0,1,1,1
cobD,1,1,1,1,1,1,1,1
cobU,1,1,1,1,1,1,1,1
group_11593,1,1,1,1,1,1,0,1
algD,1,1,0,1,1,1,1,1
group_11589,1,1,1,1,1,1,0,1
group_11583,1,1,1,1,1,1,1,1
group_11569,1,1,1,1,1,1,0,1
psdR,1,1,1,1,1,1,1,1
algU,1,1,1,1,1,1,1,1
group_11564,1,1,1,1,1,1,0,1
group_11556,1,1,1,1,1,1,0,1
group_11551,1,1,1,1,1,1,0,1
group_11547,1,1,0,1,1,1,1,1
group_11546,1,1,0,1,1,1,1,1
group_11545,1,1,0,1,1,1,1,1
group_11540,1,1,1,1,1,1,0,1
group_11537,1,1,1,1,0,1,1,1
nosR,1,1,0,1,1,1,1,1
yeaH,1,1,1,1,1,1,1,1
group_11510,1,1,1,1,1,1,0,1
group_11503,1,1,0,1,1,1,1,1
group_11501,1,1,1,1,1,1,0,1
group_11500,1,1,1,1,1,1,1,1
group_11490,1,1,1,1,1,1,1,1
group_11489,1,1,1,1,1,1,0,1
tssG~~~pA2370,1,1,1,1,1,1,1,1
ssuB,1,1,0,1,1,1,1,1
group_11479,1,1,0,1,1,1,1,1
group_11453,1,1,1,1,1,1,0,1
group_11452,1,1,1,1,1,1,0,1
group_11449,1,1,1,1,0,1,1,1
mdcB,1,1,1,1,0,1,1,1
group_10844,1,1,1,1,1,1,0,1
group_10795,1,1,1,1,1,1,1,1
group_10760,1,1,1,1,1,1,0,1
group_10758,1,1,1,1,1,1,0,1
group_10757,1,1,1,1,1,1,0,1
group_10747,1,1,1,1,1,1,0,1
group_10725,1,1,1,1,1,1,1,1
group_10719,1,1,1,1,1,1,1,1
group_10717,1,1,1,1,1,1,1,1
group_10713,1,1,1,1,1,1,1,1
group_10708,1,1,1,1,1,1,1,1
group_10702,1,1,1,1,1,1,1,1
group_10700,1,1,1,1,1,1,1,1
group_10699,1,1,1,1,1,1,1,1
group_10616,1,1,1,1,1,1,0,1
group_10611,1,1,1,1,1,1,1,1
group_10583,1,1,1,1,1,1,0,1
group_10564,1,1,1,1,1,1,1,1
group_10561,1,1,1,1,1,1,0,1
group_10556,1,1,1,1,1,1,0,1
group_10517,1,1,0,1,1,1,1,1
mdcC,1,1,1,1,0,1,1,1
group_10437,1,1,1,1,1,1,0,1
ybdD,1,1,1,1,1,1,1,1
group_10308,1,1,1,1,0,1,1,1
group_10277,1,1,1,1,1,1,0,1
group_10256,1,1,1,1,1,1,1,1
group_10252,1,1,0,1,1,1,1,1
group_10246,1,1,0,1,1,1,1,1
group_10187,1,1,0,1,1,1,1,1
group_10140,1,1,1,1,1,1,1,1
mdcD,1,1,1,1,0,1,1,1
group_10000,1,1,1,1,1,1,0,1
group_9960,1,1,1,1,0,1,1,1
group_9958,1,1,1,1,0,1,1,1
preA,1,1,1,1,1,1,0,1
sdhE,1,1,1,1,1,1,1,1
group_9754,1,1,1,1,1,1,0,1
pscS,1,1,1,1,1,1,0,1
yebG,1,1,0,1,1,1,1,1
mdcE,1,1,1,1,0,1,1,1
ihfB,1,1,1,1,0,1,1,1
group_9581,1,1,0,1,1,1,1,1
mucB,1,1,1,1,1,1,1,1
group_9497,1,1,1,1,0,1,1,1
group_9473,1,1,0,1,1,1,1,1
group_9462,1,1,0,1,1,1,1,1
group_9435,1,1,1,1,1,1,0,1
group_9431,1,1,1,1,0,1,1,1
group_9403,1,1,0,1,1,1,1,1
copZ,1,1,0,1,1,1,1,1
group_9372,1,1,1,1,1,1,0,1
group_9345,1,1,1,1,1,1,0,1
group_9324,1,1,1,1,1,1,1,1
ydeN,1,1,1,1,0,1,1,1
amrZ,1,1,0,1,1,1,1,1
grxD,1,1,0,1,1,1,1,1
group_9291,1,1,1,1,1,1,0,1
group_9229,1,1,1,1,1,1,1,1
group_9198,1,1,0,1,1,1,1,1
mucD,1,1,1,1,1,1,1,1
pntB,1,1,1,1,0,1,1,1
group_9037,1,1,1,1,0,1,1,1
lecA,1,1,1,1,1,1,0,1
glk,1,1,1,1,0,1,1,1
folX,1,1,0,1,1,1,1,1
group_8977,1,1,1,1,1,1,1,1
mapZ,1,1,1,1,1,1,1,1
trkG,1,1,1,1,0,1,1,1
group_8846,1,1,1,1,0,1,1,1
group_8811,1,1,1,1,1,1,0,1
mscL,1,1,1,1,1,1,1,1
group_8717,1,1,1,1,1,1,0,1
tsi4,1,1,1,1,1,1,0,1
group_8610,1,1,1,1,1,1,1,1
panE,1,1,1,1,1,1,1,1
group_8606,1,1,1,1,1,1,1,1
cysH,1,1,1,1,1,1,1,1
rluB,1,1,1,1,0,1,1,1
fliN,1,1,1,1,1,1,1,1
bfr,1,1,0,1,1,1,1,1
group_8487,1,1,1,1,1,1,1,1
group_8450,1,1,1,1,0,1,1,1
ilvN,1,1,1,1,0,1,1,1
hasR,1,1,0,1,1,1,1,1
group_8371,1,1,1,1,1,1,0,1
hxlR,1,1,1,1,1,1,0,1
group_8358,1,1,1,1,1,1,1,1
group_8272,1,1,1,1,0,1,1,1
group_8271,1,1,1,1,1,1,0,1
group_8227,1,1,1,1,1,1,1,1
group_8217,1,1,1,1,1,1,1,1
pA2365,1,1,1,1,1,1,1,1
group_8154,1,1,1,1,1,1,0,1
dcd,1,1,0,1,1,1,1,1
cttP,1,1,1,1,0,1,1,1
mntP,1,1,1,1,1,1,0,1
group_8098,1,1,1,1,1,1,0,1
group_8041,1,1,1,1,1,1,0,1
group_8016,1,1,1,1,1,1,1,1
yciB,1,1,1,1,0,1,1,1
group_7978,1,1,1,1,1,1,0,1
group_7903,1,1,0,1,1,1,1,1
group_7870,1,1,1,1,1,1,0,1
cheA,1,1,1,1,0,1,1,1
group_7806,1,1,1,1,1,1,0,1
group_7805,1,1,1,1,1,1,1,1
group_7796,1,1,1,1,1,1,0,1
group_7728,1,1,1,1,0,1,1,1
group_7663,1,1,0,1,1,1,1,1
group_7627,1,1,1,1,1,1,1,1
group_7608,1,1,1,1,1,1,1,1
pscR,1,1,1,1,1,1,0,1
group_7520,1,1,1,1,1,1,1,1
group_7510,1,1,1,1,1,1,1,1
group_7496,1,1,1,1,1,1,1,1
rnt,1,1,0,1,1,1,1,1
rnc,1,1,1,1,1,1,1,1
ung,1,1,1,1,1,1,1,1
group_7191,1,1,1,1,1,1,0,1
phnL,1,1,0,1,1,1,1,1
tolQ,1,1,1,1,0,1,1,1
group_7131,1,1,1,1,1,1,1,1
group_7116,1,1,0,1,1,1,1,1
lrgB,1,1,0,1,1,1,1,1
group_7027,1,1,1,1,1,1,0,1
group_7007,1,1,1,1,1,1,0,1
ccc1,1,1,1,1,1,1,0,1
pA2362,1,1,1,1,1,1,1,1
nIF3,1,1,1,1,1,1,1,1
group_6897,1,1,0,1,1,1,1,1
group_6866,1,1,1,1,1,1,0,1
group_6865,1,1,0,1,1,1,1,1
group_6864,1,1,1,1,0,1,1,1
group_6852,1,1,0,1,1,1,1,1
group_6831,1,1,1,1,1,1,0,1
catJ,1,1,1,1,0,1,1,1
araD,1,1,1,1,0,1,1,1
group_6815,1,1,0,1,1,1,1,1
pscT,1,1,1,1,1,1,0,1
ssuC,1,1,0,1,1,1,1,1
group_6800,1,1,1,1,1,1,0,1
group_6767,1,1,1,1,0,1,1,1
group_6766,1,1,0,1,1,1,1,1
group_6734,1,1,1,1,1,1,0,1
group_6719,1,1,1,1,1,1,0,1
ycgL,1,1,1,1,1,1,0,1
pssA,1,1,1,1,0,1,1,1
group_6650,1,1,1,1,1,1,0,1
group_6639,1,1,1,1,1,1,1,1
group_6550,1,1,1,1,1,1,1,1
group_6549,1,1,1,1,0,1,1,1
group_6537,1,1,1,1,1,1,1,1
group_6524,1,1,1,1,0,1,1,1
ugpE,1,1,1,1,0,1,1,1
group_6483,1,1,1,1,1,1,0,1
group_6469,1,1,1,1,0,1,1,1
group_6466,1,1,1,1,1,1,1,1
hexR,1,1,1,1,0,1,1,1
hchA,1,1,1,1,1,1,0,1
group_6361,1,1,1,1,1,1,0,1
group_6341,1,1,1,1,1,1,0,1
group_6303,1,1,1,1,1,1,0,1
arnD,1,1,0,1,1,1,1,1
group_6267,1,1,1,1,1,1,1,1
group_6231,1,1,1,1,1,1,1,1
wcaE~~~rhlC,1,1,1,1,1,1,0,1
group_6218,1,1,1,1,1,1,0,1
group_6215,1,1,1,1,0,1,1,1
group_6213,1,1,1,1,1,1,0,1
group_6161,1,1,0,1,1,1,1,1
group_6145,1,1,1,1,1,1,0,1
group_6143,1,1,1,1,1,1,0,1
group_6133,1,1,1,1,1,1,1,1
group_6122,1,1,0,1,1,1,1,1
group_6116,1,1,1,1,0,1,1,1
group_6087,1,1,0,1,1,1,1,1
group_6073,1,1,1,1,1,1,0,1
lipC,1,1,1,1,1,1,0,1
rseC~~~mucC,1,1,1,1,1,1,1,1
ugpA,1,1,1,1,0,1,1,1
cbiB,1,1,1,1,1,1,1,1
group_5973,1,1,1,1,1,1,1,1
group_5956,1,1,1,1,1,1,1,1
group_5934,1,1,1,1,1,1,1,1
cif,1,1,1,1,1,1,0,1
group_5922,1,1,1,1,1,1,0,1
group_5883,1,1,1,1,1,1,0,1
fliM,1,1,1,1,1,1,1,1
group_5859,1,1,1,1,1,1,0,1
group_5832,1,1,1,1,1,1,0,1
group_5806,1,1,1,1,1,1,1,1
group_5769,1,1,1,1,1,1,0,1
group_5764,1,1,0,1,1,1,1,1
group_5758,1,1,1,1,1,1,0,1
scpB,1,1,1,1,0,1,1,1
group_5732,1,1,0,1,1,1,1,1
phnD,1,1,0,1,1,1,1,1
group_5692,1,1,1,1,1,1,1,1
group_5662,1,1,0,1,1,1,1,1
group_5650,1,1,1,1,1,1,0,1
group_5635,1,1,1,1,1,1,0,1
group_5580,1,1,1,1,0,1,1,1
group_5531,1,1,1,1,1,1,0,1
cmoB,1,1,1,1,1,1,1,1
pscU,1,1,1,1,1,1,0,1
group_5327,1,1,1,1,1,1,1,1
group_5291,1,1,1,1,1,1,1,1
group_5112,1,1,1,1,1,1,1,1
group_5062,1,1,1,1,1,1,1,1
group_5052,1,1,1,1,1,1,1,1
group_5051,1,1,1,1,1,1,1,1
serC,1,1,1,1,0,1,1,1
group_5039,1,1,1,1,1,1,1,1
group_5038,1,1,1,1,1,1,1,1
ligD,1,1,1,1,1,1,1,1
group_5020,1,1,1,1,1,1,1,1
pdxJ,1,1,1,1,1,1,1,1
group_4987,1,1,1,1,1,1,1,1
group_4986,1,1,1,1,1,1,1,1
cmoA,1,1,1,1,1,1,1,1
group_4919,1,1,1,1,1,1,1,1
group_4911,1,1,1,1,1,1,1,1
pntA,1,1,1,1,0,1,1,1
group_4807,1,1,1,1,1,1,1,1
group_4801,1,1,1,1,1,1,1,1
psiE,1,1,0,1,1,1,1,1
group_4789,1,1,1,1,1,1,1,1
mlaE,1,1,1,1,0,1,1,1
group_4543,1,1,0,1,1,1,1,1
apbC,1,1,0,1,1,1,1,1
arnB,1,1,0,1,1,1,1,1
group_4525,1,1,0,1,1,1,1,1
cBS,1,1,1,1,1,1,1,1
group_4491,1,1,0,1,1,1,1,1
glgX,1,1,1,1,1,1,1,1
group_4480,1,1,1,1,1,1,1,1
nth,1,1,0,1,1,1,1,1
group_4466,1,1,1,1,1,1,1,1
group_4459,1,1,1,1,1,1,1,1
mdcA,1,1,1,1,0,1,1,1
rnfE,1,1,0,1,1,1,1,1
group_4440,1,1,1,1,1,1,0,1
group_4417,1,1,1,1,1,1,1,1
rsxG,1,1,0,1,1,1,1,1
phnM,1,1,0,1,1,1,1,1
clsB,1,1,1,1,1,1,1,1
group_4369,1,1,1,1,1,1,1,1
group_4361,1,1,1,1,1,1,1,1
group_4347,1,1,1,1,1,1,0,1
alg44,1,1,0,1,1,1,1,1
rnfD,1,1,0,1,1,1,1,1
group_4335,1,1,1,1,1,1,1,1
group_4330,1,1,1,1,1,1,1,1
hasA,1,1,0,1,1,1,1,1
aglD2,1,1,1,1,1,1,1,1
group_4287,1,1,1,1,1,1,0,1
group_4286,1,1,1,1,1,1,1,1
aprF,1,1,1,1,1,1,1,1
mdcG,1,1,1,1,0,1,1,1
group_4262,1,1,1,1,1,1,0,1
group_4260,1,1,0,1,1,1,1,1
cobJ,1,1,1,1,1,1,1,1
maeA,1,1,0,1,1,1,1,1
group_4250,1,1,0,1,1,1,1,1
group_4227,1,1,0,1,1,1,1,1
group_4224,1,1,1,1,1,1,1,1
group_4210,1,1,1,1,1,1,1,1
yCII,1,1,1,1,1,1,1,1
yfiH,1,1,1,1,1,1,1,1
group_4165,1,1,1,1,1,1,1,1
glgB,1,1,1,1,1,1,1,1
aprA,1,1,1,1,1,1,1,1
group_4110,1,1,0,1,1,1,1,1
mutT,1,1,0,1,1,1,1,1
rsxB,1,1,0,1,1,1,1,1
group_4066,1,1,1,1,1,1,1,1
rarD,1,1,0,1,1,1,1,1
group_4059,1,1,1,1,1,1,1,1
group_4047,1,1,1,1,1,1,1,1
group_4039,1,1,1,1,0,1,1,1
group_4033,1,1,1,1,1,1,0,1
group_4028,1,1,1,1,1,1,1,1
mmdA,1,1,1,1,1,1,1,1
group_3974,1,1,1,1,1,1,1,1
treS,1,1,1,1,1,1,1,1
group_3944,1,1,1,1,0,1,1,1
group_3938,1,1,1,1,1,1,1,1
madL,1,1,1,1,0,1,1,1
argG,1,1,0,1,1,1,1,1
inh~~~aprI,1,1,1,1,1,1,1,1
group_3907,1,1,0,1,1,1,1,1
tolC~~~opmE,1,1,0,1,1,1,1,1
group_3872,1,1,0,1,1,1,1,1
group_3842,1,1,1,1,1,1,1,1
mJ0604,1,1,1,1,1,1,1,1
group_3798,1,1,1,1,1,1,1,1
group_3794,1,1,1,1,1,1,1,1
wbpM,1,1,1,1,0,1,1,1
group_3791,1,1,0,1,1,1,1,1
cobS,1,1,1,1,1,1,1,1
group_3728,1,1,1,1,1,1,1,1
group_3711,1,1,1,1,1,1,1,1
group_3710,1,1,1,1,1,1,1,1
group_3704,1,1,0,1,1,1,1,1
group_3700,1,1,1,1,1,1,1,1
group_3685,1,1,1,1,1,1,1,1
group_3679,1,1,1,1,1,1,1,1
aNKYR,1,1,1,1,1,1,1,1
phnH,1,1,0,1,1,1,1,1
gsiB,1,1,1,1,1,1,1,1
glgE,1,1,1,1,1,1,1,1
rocR~~~ddaR,1,1,1,1,1,1,1,1
group_3623,1,1,1,1,1,1,0,1
purT,1,1,1,1,1,1,1,1
phnI,1,1,0,1,1,1,1,1
gltS,1,1,1,1,0,1,1,1
aph3II~~~aph3IIb,1,1,1,1,1,1,1,1
ddaH,1,1,1,1,1,1,1,1
group_3579,1,1,1,1,1,1,1,1
madM,1,1,1,1,0,1,1,1
group_3565,1,1,1,1,1,1,1,1
cobO,1,1,1,1,1,1,1,1
fabF,1,1,1,1,1,1,0,1
group_3545,1,1,0,1,1,1,1,1
group_3535,1,1,1,1,1,1,1,1
group_3528,1,1,0,1,1,1,1,1
mexQ~~~oqxB,1,1,0,1,1,1,1,1
group_3502,1,1,1,1,1,1,1,1
group_3475,1,1,0,1,1,1,1,1
tsi3,1,1,0,1,1,1,1,1
flhB,1,1,1,1,1,1,1,1
group_3460,1,1,1,1,1,1,0,1
group_3426,1,1,1,1,0,1,1,1
corB,1,1,1,1,1,1,1,1
group_3419,1,1,0,1,1,1,1,1
group_3414,1,1,1,1,1,1,1,1
group_3358,1,1,1,1,0,1,1,1
group_3338,1,1,1,1,0,1,1,1
phzA,1,1,1,1,1,1,1,0
comEA,1,1,1,1,0,1,1,1
narK,1,1,1,1,1,1,1,1
group_3335,1,1,1,1,1,1,1,1
hisJ~~~pheC,1,1,0,1,1,1,1,1
cobC,1,1,1,1,1,1,1,1
cra,1,1,0,1,1,1,1,1
norM,1,1,1,1,1,1,1,1
group_3311,1,1,1,1,1,1,1,1
group_3211,1,1,1,1,1,1,1,1
group_3210,1,1,1,1,1,1,1,1
group_3209,1,1,1,1,1,1,1,1
group_3208,1,1,1,1,1,1,1,1
scw11~~~ndvB,1,1,1,1,1,1,0,1
group_3180,1,1,1,1,1,1,1,1
trmR,1,1,1,1,1,1,1,1
group_3136,1,1,1,1,1,1,0,1
group_3132,1,1,0,1,1,1,1,1
group_3100,1,1,0,1,1,1,1,1
bglX,1,1,1,1,1,1,1,1
group_3083,1,1,1,1,0,1,1,1
katB,1,1,1,1,1,1,1,1
group_3067,1,1,1,1,1,1,1,1
phnG,1,1,0,1,1,1,1,1
group_3045,1,1,1,1,1,1,0,1
group_3032,1,1,1,1,1,1,1,1
group_3030,1,1,1,1,1,1,1,1
group_3006,1,1,1,1,1,1,0,1
group_2987,1,1,1,1,1,1,1,1
pilC,1,1,1,1,1,1,1,1
group_2970,1,1,1,1,1,1,1,1
group_2955,1,1,1,1,1,1,1,1
