Gene,Non-unique Gene name,Annotation,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
group_3333,,hypothetical protein,PDAIHB_07630,PBCHDC_04595,KMNHBM_04595,BBDLCB_09200,MADGKI_02145,PBCHDC_04595,PNMAHC_07075,FJKPLL_18795
group_3332,,DUF2269 domain-containing protein,PDAIHB_10180,PBCHDC_12245,KMNHBM_12240,BBDLCB_23305,MADGKI_16245,PBCHDC_12245,PNMAHC_02035,FJKPLL_01520
group_3330,tdh;,butanediol dehydrogenase;hypothetical protein;(RR)-butanediol dehydrogenase/meso-butanediol dehydrogenase/diacetyl reductase;Sorbitol dehydrogenase,PDAIHB_23375,PBCHDC_23905,KMNHBM_22390,BBDLCB_26765,MADGKI_26010,PBCHDC_23905,PNMAHC_04805,FJKPLL_21010
group_3329,paaI,thioesterase,PDAIHB_23395,PBCHDC_23885,KMNHBM_22410,BBDLCB_26745,MADGKI_26030,PBCHDC_23885,PNMAHC_04825,FJKPLL_20990
kch,kch,ion transporter,PDAIHB_13375,PBCHDC_16450,KMNHBM_16945,BBDLCB_11130,MADGKI_12265,PBCHDC_16450,PNMAHC_18475,FJKPLL_07535
group_3327,araJ;,MFS transporter;hypothetical protein;Putative major facilitator superfamily transporter,PDAIHB_23075,PBCHDC_22250,KMNHBM_23725,BBDLCB_23940,MADGKI_22950,PBCHDC_22250,PNMAHC_14200,FJKPLL_11755
group_3326,rhaT,EamA family transporter,PDAIHB_21735,PBCHDC_14420,KMNHBM_13020,BBDLCB_07740,MADGKI_22055,PBCHDC_14420,PNMAHC_08520,FJKPLL_17240
group_3325,,DUF2064 domain-containing protein,PDAIHB_21755,PBCHDC_14400,KMNHBM_13040,BBDLCB_07720,MADGKI_22075,PBCHDC_14400,PNMAHC_08540,FJKPLL_17220
yciW,yciW,alkylhydroperoxidase,PDAIHB_22990,PBCHDC_22335,KMNHBM_23640,BBDLCB_23855,MADGKI_23035,PBCHDC_22335,PNMAHC_14115,FJKPLL_11840
envC,envC;,peptidase M23;peptidoglycan DD-metalloendopeptidase family protein;Peptidase-M23 domain-containing protein,PDAIHB_00730,PBCHDC_07410,KMNHBM_07410,BBDLCB_04495,MADGKI_09775,PBCHDC_07410,PNMAHC_28355;PNMAHC_28350,FJKPLL_26435
argC,argC;,N-acetyl-gamma-glutamyl-phosphate reductase;hypothetical protein,PDAIHB_11765,PBCHDC_10660,KMNHBM_10655,BBDLCB_21710,MADGKI_14650,PBCHDC_10660,PNMAHC_03870,FJKPLL_03195
dctP,dctP,C4-dicarboxylate ABC transporter,PDAIHB_09660,PBCHDC_14780,KMNHBM_15000,BBDLCB_14470,MADGKI_17735,PBCHDC_14780,PNMAHC_22280,FJKPLL_04375
group_3312,fabG,short chain dehydrogenase,PDAIHB_08740,PBCHDC_15695,KMNHBM_15920,BBDLCB_13295,MADGKI_18905,PBCHDC_15695,PNMAHC_20750,FJKPLL_05340
fdhD,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,PDAIHB_00460,PBCHDC_07140,KMNHBM_07140,BBDLCB_04235,MADGKI_09515,PBCHDC_07140,PNMAHC_28610,FJKPLL_26690
mnhE,mnhE,Na+/H+ antiporter subunit E,PDAIHB_08785,PBCHDC_15650,KMNHBM_15875,BBDLCB_13340,MADGKI_18860,PBCHDC_15650,PNMAHC_20795,FJKPLL_05295
hom,hom,Homoserine dehydrogenase,PDAIHB_07255,PBCHDC_04220,KMNHBM_04220,BBDLCB_09575,MADGKI_01770,PBCHDC_04220,PNMAHC_06635,FJKPLL_19170
citM,citM,citrate transporter,PDAIHB_20500,PBCHDC_18740,KMNHBM_19015,BBDLCB_24325,MADGKI_21225,PBCHDC_18740,PNMAHC_30275,FJKPLL_28165
group_3286,araJ,alpha-ketoglutarate permease,PDAIHB_20185,PBCHDC_18425,KMNHBM_18700,BBDLCB_24645,MADGKI_21545,PBCHDC_18425,PNMAHC_30590,FJKPLL_28480
dctA,dctA,C4-dicarboxylate transporter DctC,PDAIHB_08125,PBCHDC_16310,KMNHBM_16535,BBDLCB_12665,MADGKI_19535,PBCHDC_16310,PNMAHC_20195,FJKPLL_05935
group_3258,,phosphotransferase system HPr-related protein,PDAIHB_16505,PBCHDC_21455,KMNHBM_20745,BBDLCB_19435,MADGKI_10545,PBCHDC_21455,PNMAHC_16445,FJKPLL_09495
pgpB,pgpB,phosphoesterase,PDAIHB_05855,PBCHDC_02815,KMNHBM_02815,BBDLCB_11000,MADGKI_00340,PBCHDC_02815,PNMAHC_05250,FJKPLL_20580
group_3227,araJ,MFS transporter,PDAIHB_01260,PBCHDC_07940,KMNHBM_07940,BBDLCB_05035,MADGKI_10315,PBCHDC_07940,PNMAHC_27850,FJKPLL_25895
phaG,phaG,(R)-3-hydroxydecanoyl-ACP:CoA transacylase,PDAIHB_25330,PBCHDC_12480,KMNHBM_14445,BBDLCB_15255,MADGKI_16950,PBCHDC_12480,PNMAHC_23085,FJKPLL_03570
group_3214,,RNA polymerase subunit sigma-70,PDAIHB_12670,PBCHDC_17150,KMNHBM_17650,BBDLCB_11735,MADGKI_12870,PBCHDC_17150,PNMAHC_19360,FJKPLL_06860
slyX,slyX,Protein SlyX-like protein,PDAIHB_09245,PBCHDC_15190,KMNHBM_15415,BBDLCB_13800,MADGKI_18400,PBCHDC_15190,PNMAHC_21870,FJKPLL_04790
group_3213,,VOC family protein,PDAIHB_12645,PBCHDC_17175,KMNHBM_17675,BBDLCB_11760,MADGKI_12895,PBCHDC_17175,PNMAHC_19380,FJKPLL_06835
rraA,rraA,ribonuclease E activity regulator RraA,PDAIHB_15700,PBCHDC_20650,KMNHBM_21550,BBDLCB_18885,MADGKI_11095,PBCHDC_20650,PNMAHC_17000,FJKPLL_08945
oppA~~~lysM,oppA;lysM;,ABC transporter substrate-binding protein;lytic transglycosylase;extracellular solute-binding protein;hypothetical protein,PDAIHB_16190,PBCHDC_21140,KMNHBM_21060,BBDLCB_19120,MADGKI_10860,PBCHDC_21140,PNMAHC_16755;PNMAHC_16760,FJKPLL_09180
hutI,hutI,imidazolonepropionase,PDAIHB_00945,PBCHDC_07625,KMNHBM_07625,BBDLCB_04715,MADGKI_09995,PBCHDC_07625,PNMAHC_28145,FJKPLL_26215
group_3200,;speD,Polyamine aminopropyltransferase;spermidine synthase;adenosylmethionine decarboxylase,PDAIHB_02590,PBCHDC_09270,KMNHBM_09270,BBDLCB_06355,MADGKI_20895,PBCHDC_09270,PNMAHC_26555,FJKPLL_24580
group_3199,cobA,uroporphyrinogen-III C-methyltransferase,PDAIHB_11070,PBCHDC_11355,KMNHBM_11350,BBDLCB_22415,MADGKI_15355,PBCHDC_11355,PNMAHC_02920,FJKPLL_02415
sutA,sutA;,transcriptional regulator SutA;hypothetical protein;Transcriptional regulator SutA,PDAIHB_25930,PBCHDC_22765,KMNHBM_23925,BBDLCB_25470,MADGKI_24515,PBCHDC_22765,PNMAHC_29135,FJKPLL_27235
group_3195,cueR,Cu(I)-responsive transcriptional regulator,PDAIHB_02570,PBCHDC_09250,KMNHBM_09250,BBDLCB_06335,MADGKI_20875,PBCHDC_09250,PNMAHC_26575,FJKPLL_24600
group_3185,nit2,carbon-nitrogen hydrolase,PDAIHB_07960,PBCHDC_04925,KMNHBM_04925,BBDLCB_08870,MADGKI_02475,PBCHDC_04925,PNMAHC_07405,FJKPLL_18465
acnA,;acnA,Aconitate hydratase;aconitate hydratase AcnA,PDAIHB_25290,PBCHDC_13490,KMNHBM_12950,BBDLCB_17810,MADGKI_12170,PBCHDC_13490,PNMAHC_18150,FJKPLL_07870
group_3183,,Lipopolysaccharide-assembly,PDAIHB_05960,PBCHDC_02920,KMNHBM_02920,BBDLCB_10890,MADGKI_00450,PBCHDC_02920,PNMAHC_05355,FJKPLL_20475
group_3182,,hypothetical protein,PDAIHB_11370,PBCHDC_11055,KMNHBM_11050,BBDLCB_22115,MADGKI_15055,PBCHDC_11055,PNMAHC_03225,FJKPLL_02720
group_3179,atoC,two-component system response regulator,PDAIHB_04260,PBCHDC_01220,KMNHBM_01220,BBDLCB_02185,MADGKI_06880,PBCHDC_01220,PNMAHC_11010,FJKPLL_14760
group_3178,pqqC,TenA family transcriptional regulator,PDAIHB_09775,PBCHDC_14665,KMNHBM_14885,BBDLCB_14585,MADGKI_17620,PBCHDC_14665,PNMAHC_22405,FJKPLL_04260
sodA,sodA;,Superoxide dismutase [Mn];superoxide dismutase;hypothetical protein,PDAIHB_14270,PBCHDC_05860,KMNHBM_05850,BBDLCB_16565,MADGKI_04320,PBCHDC_05860,PNMAHC_24510,FJKPLL_22915
maf,maf,septum formation inhibitor Maf;7-methyl-GTP pyrophosphatase,PDAIHB_04735,PBCHDC_01695,KMNHBM_01695,BBDLCB_02665,MADGKI_06400,PBCHDC_01695,PNMAHC_10595,FJKPLL_15235
group_3170,yliI;,oxidoreductase;Glucose sorbosone dehydrogenase;PQQ-dependent sugar dehydrogenase,PDAIHB_08480,PBCHDC_15955,KMNHBM_16180,BBDLCB_13035,MADGKI_19165,PBCHDC_15955,PNMAHC_20490,FJKPLL_05570
vgrG1c,vgrG1c;,Type VI secretion system spike protein VgrG1c;type VI secretion system tip protein VgrG;Type IV secretion protein Rhs,PDAIHB_17695,PBCHDC_20050,KMNHBM_20325,BBDLCB_01040,MADGKI_08020,PBCHDC_20050,PNMAHC_19090,FJKPLL_13670
group_3167,,DUF2845 domain-containing protein,PDAIHB_02790,PBCHDC_09470,KMNHBM_09470,BBDLCB_06555,MADGKI_24220,PBCHDC_09470,PNMAHC_26355,FJKPLL_24380
group_3166,atoC,Fis family transcriptional regulator,PDAIHB_12530,PBCHDC_17290,KMNHBM_17790,BBDLCB_11875,MADGKI_13010,PBCHDC_17290,PNMAHC_19495,FJKPLL_06720
group_3165,tolC,RND transporter,PDAIHB_06445,PBCHDC_03405,KMNHBM_03405,BBDLCB_10405,MADGKI_00935,PBCHDC_03405,PNMAHC_05805,FJKPLL_19990
group_3163,ubiE,SAM-dependent methyltransferase,PDAIHB_08235,PBCHDC_16200,KMNHBM_16425,BBDLCB_12775,MADGKI_19425,PBCHDC_16200,PNMAHC_20300,FJKPLL_05825
group_3159,fabG;,short-chain dehydrogenase;hypothetical protein;SDR family oxidoreductase,PDAIHB_20215,PBCHDC_18455,KMNHBM_18730,BBDLCB_24615,MADGKI_21515,PBCHDC_18455,PNMAHC_30560,FJKPLL_28450
group_3154,grxC;,glutaredoxin;Glutaredoxin,PDAIHB_15545,PBCHDC_20495,KMNHBM_21705,BBDLCB_18730,MADGKI_11250,PBCHDC_20495,PNMAHC_17155,FJKPLL_08790
lysR~~~trpI,lysR;trpI,LysR family transcriptional regulator;HTH-type transcriptional regulator TrpI,PDAIHB_19795,PBCHDC_18035,KMNHBM_18310,BBDLCB_25035,MADGKI_21935,PBCHDC_18035,PNMAHC_00190,FJKPLL_28870
group_3151,;lysR,LysR family transcriptional regulator,PDAIHB_17840,PBCHDC_25210,KMNHBM_25115,BBDLCB_21240,MADGKI_23810,PBCHDC_25210,PNMAHC_00965,FJKPLL_00435
phnB,phnB,glyoxalase,PDAIHB_25715,PBCHDC_12865,KMNHBM_14060,BBDLCB_14870,MADGKI_17335,PBCHDC_12865,PNMAHC_22695,FJKPLL_03955
ctpH,ctpH,methyl-accepting chemotaxis protein CtpH,PDAIHB_17040,PBCHDC_19395,KMNHBM_19670,BBDLCB_00375,MADGKI_08685,PBCHDC_19395,PNMAHC_12935,FJKPLL_13010
group_3141,glnA,glutamine synthetase,PDAIHB_25270,PBCHDC_13470,KMNHBM_12930,BBDLCB_17830,MADGKI_12150,PBCHDC_13470,PNMAHC_18130,FJKPLL_07890
group_3135,;ycjU,phosphatase,PDAIHB_03805,PBCHDC_00765,KMNHBM_00765,BBDLCB_01730,MADGKI_07330,PBCHDC_00765,PNMAHC_11420,FJKPLL_14350
group_3134,,glycerol acyltransferase;Putative acetyltransferase,PDAIHB_27385,PBCHDC_23255,KMNHBM_24415,BBDLCB_17460,MADGKI_05215,PBCHDC_23255,PNMAHC_25495,FJKPLL_23810
group_3131,fabI,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,PDAIHB_16165,PBCHDC_21115,KMNHBM_21085,BBDLCB_19095,MADGKI_10885,PBCHDC_21115,PNMAHC_16785,FJKPLL_09155
group_3127,asmA;,AsmA family protein,PDAIHB_00655,PBCHDC_07335,KMNHBM_07335,BBDLCB_04420,MADGKI_09700,PBCHDC_07335,PNMAHC_28430,FJKPLL_26510
group_3125,,HPP family;CBS-domain-containing membrane protein,PDAIHB_16415,PBCHDC_21365,KMNHBM_20835,BBDLCB_19345,MADGKI_10635,PBCHDC_21365,PNMAHC_16535,FJKPLL_09405
group_3124,,poly(3-hydroxyalkanoate) granule-associated protein PhaF;hypothetical protein;Polyhydroxyalkanoate synthesis protein PhaF,PDAIHB_01100,PBCHDC_07780,KMNHBM_07780,BBDLCB_04875,MADGKI_10155,PBCHDC_07780,PNMAHC_28010,FJKPLL_26055
pA1667,pA1667,hypothetical protein,PDAIHB_15165,PBCHDC_20115,KMNHBM_22085,BBDLCB_18350,MADGKI_11630,PBCHDC_20115,PNMAHC_17340,FJKPLL_08410
creC,creC,two-component system sensor histidine kinase CreC,PDAIHB_10840,PBCHDC_11585,KMNHBM_11580,BBDLCB_22650,MADGKI_15590,PBCHDC_11585,PNMAHC_02715,FJKPLL_02180
group_3115,gstA;,glutathione S-transferase;Glutathione S-transferase;GST N-terminal domain-containing protein,PDAIHB_10860,PBCHDC_11565,KMNHBM_11560,BBDLCB_22630,MADGKI_15570,PBCHDC_11565,PNMAHC_02735,FJKPLL_02200
group_3111,;hipB,transcriptional regulator,PDAIHB_16575,PBCHDC_21525,KMNHBM_20675,BBDLCB_19505,MADGKI_10475,PBCHDC_21525,PNMAHC_16370,FJKPLL_09565
dgt2,dgt2,deoxyguanosinetriphosphate triphosphohydrolase,PDAIHB_05100,PBCHDC_02060,KMNHBM_02060,BBDLCB_03035,MADGKI_06035,PBCHDC_02060,PNMAHC_10135,FJKPLL_15600
cobB1,;cobB1,NAD-dependent deacylase;NAD-dependent protein deacylase 1,PDAIHB_08405,PBCHDC_16030,KMNHBM_16255,BBDLCB_12960,MADGKI_19240,PBCHDC_16030,PNMAHC_20415,FJKPLL_05650
phoR,phoR,phosphate regulon sensor histidine kinase PhoR,PDAIHB_26310,PBCHDC_23145,KMNHBM_24305,BBDLCB_25090,MADGKI_24895,PBCHDC_23145,PNMAHC_29655,FJKPLL_27615
mltF,mltF,membrane-bound lytic murein transglycosylase MltF,PDAIHB_07115,PBCHDC_04075,KMNHBM_04075,BBDLCB_09720,MADGKI_01625,PBCHDC_04075,PNMAHC_06495,FJKPLL_19315
ptsP,ptsP;,phosphoenolpyruvate--protein phosphotransferase;PTS glucose transporter subunit IIA,PDAIHB_07135,PBCHDC_04100,KMNHBM_04100,BBDLCB_09695,MADGKI_01650,PBCHDC_04100,PNMAHC_06515,FJKPLL_19290
group_3102,hemL;,glutamate-1-semialdehyde 21-aminomutase;Multifunctional fusion protein,PDAIHB_06015,PBCHDC_02975,KMNHBM_02975,BBDLCB_10835,MADGKI_00505,PBCHDC_02975,PNMAHC_05410,FJKPLL_20420
hscA,hscA,Fe-S protein assembly chaperone HscA,PDAIHB_06865,PBCHDC_03825,KMNHBM_03825,BBDLCB_09960,MADGKI_01385,PBCHDC_03825,PNMAHC_06260,FJKPLL_19550
kapD,kapD,exonuclease,PDAIHB_25225,PBCHDC_13425,KMNHBM_12885,BBDLCB_17875,MADGKI_12105,PBCHDC_13425,PNMAHC_18080,FJKPLL_07935
group_3093,,Circularly permuted ATP-grasp type 2;Circularly permuted type 2 ATP-grasp protein,PDAIHB_15485,PBCHDC_20435,KMNHBM_21765,BBDLCB_18670,MADGKI_11310,PBCHDC_20435,PNMAHC_17200,FJKPLL_08730
oapA,oapA,peptidase M23,PDAIHB_11790,PBCHDC_10635,KMNHBM_10630,BBDLCB_21685,MADGKI_14625,PBCHDC_10635,PNMAHC_03895,FJKPLL_03220
group_3091,potE,Putrescine importer PuuP,PDAIHB_10115,PBCHDC_12310,KMNHBM_12305,BBDLCB_23370,MADGKI_16310,PBCHDC_12310,PNMAHC_01990,FJKPLL_01460
group_3090,,hypothetical protein;Transmembrane protein,PDAIHB_17605,PBCHDC_19960,KMNHBM_20235,BBDLCB_00950,MADGKI_08110,PBCHDC_19960,PNMAHC_12275,FJKPLL_13580
antA,antA,anthranilate 12-dioxygenase large subunit,PDAIHB_16775,PBCHDC_19130,KMNHBM_19405,BBDLCB_00110,MADGKI_08950,PBCHDC_19130,PNMAHC_13200,FJKPLL_12745
hsiJ1,hsiJ1,type VI secretion system hcp secretion island protein HsiJ1,PDAIHB_27800,PBCHDC_26455,KMNHBM_24895,BBDLCB_21465,MADGKI_23585,PBCHDC_26455,PNMAHC_00740,FJKPLL_00215
group_3089,rhtB;,lysine transporter LysE;Threonine/homoserine/homoserine lactone efflux protein,PDAIHB_07615,PBCHDC_04580,KMNHBM_04580,BBDLCB_09215,MADGKI_02130,PBCHDC_04580,PNMAHC_07060,FJKPLL_18810
ykgJ,ykgJ,zinc/iron-chelating domain-containing protein,PDAIHB_07625,PBCHDC_04590,KMNHBM_04590,BBDLCB_09205,MADGKI_02140,PBCHDC_04590,PNMAHC_07070,FJKPLL_18800
acpP,acpP,acyl carrier protein,PDAIHB_16500,PBCHDC_21450,KMNHBM_20750,BBDLCB_19430,MADGKI_10550,PBCHDC_21450,PNMAHC_16450,FJKPLL_09490
group_3071,rhtB,LysE family translocator,PDAIHB_26210,PBCHDC_23045,KMNHBM_24205,BBDLCB_25190,MADGKI_24795,PBCHDC_23045,PNMAHC_29555,FJKPLL_27515
glmM,glmM,phosphoglucosamine mutase,PDAIHB_02720,PBCHDC_09400,KMNHBM_09400,BBDLCB_06485,MADGKI_24150,PBCHDC_09400,PNMAHC_26425,FJKPLL_24450
cadR,cadR,Cd(II)/Pb(II)-responsive transcriptional regulator,PDAIHB_07495,PBCHDC_04460,KMNHBM_04460,BBDLCB_09335,MADGKI_02010,PBCHDC_04460,PNMAHC_06940,FJKPLL_18930
cyaA,;cyaA,adenylate cyclase;hypothetical protein,PDAIHB_25865,PBCHDC_22700,KMNHBM_23860,BBDLCB_25535,MADGKI_24450,PBCHDC_22700,PNMAHC_29075,FJKPLL_27170
group_3062,,hypothetical protein,PDAIHB_06110,PBCHDC_03070,KMNHBM_03070,BBDLCB_10740,MADGKI_00600,PBCHDC_03070,PNMAHC_05500,FJKPLL_20325
group_3060,,sialidase;Exo-alpha-sialidase;Glycosyl hydrolase;exo-alpha-sialidase,PDAIHB_12635,PBCHDC_17185,KMNHBM_17685,BBDLCB_11770,MADGKI_12905,PBCHDC_17185,PNMAHC_19390,FJKPLL_06825
group_3059,,ribonucleotide reductase;DUF2388 domain-containing protein,PDAIHB_00290,PBCHDC_06970,KMNHBM_06970,BBDLCB_04065,MADGKI_09345,PBCHDC_06970,PNMAHC_28790,FJKPLL_26860
trm112,trm112,UPF0434 protein PA14_25520,PDAIHB_04775,PBCHDC_01735,KMNHBM_01735,BBDLCB_02705,MADGKI_06360,PBCHDC_01735,PNMAHC_10555,FJKPLL_15275
sfsA,sfsA,DNA/RNA nuclease SfsA,PDAIHB_02880,PBCHDC_09560,KMNHBM_09560,BBDLCB_06645,MADGKI_24310,PBCHDC_09560,PNMAHC_26265,FJKPLL_24290
nirG,nirG,Siroheme decarboxylase NirG subunit,PDAIHB_11085,PBCHDC_11340,KMNHBM_11335,BBDLCB_22400,MADGKI_15340,PBCHDC_11340,PNMAHC_02935,FJKPLL_02430
group_3053,,Transmembrane protein,PDAIHB_27155,PBCHDC_23485,KMNHBM_24645,BBDLCB_17750,MADGKI_05505,PBCHDC_23485,PNMAHC_26020,FJKPLL_24070
miaB,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,PDAIHB_06000,PBCHDC_02960,KMNHBM_02960,BBDLCB_10850,MADGKI_00490,PBCHDC_02960,PNMAHC_05395,FJKPLL_20435
group_3051,tlyC,DUF21 domain-containing protein,PDAIHB_26315,PBCHDC_23150,KMNHBM_24310,BBDLCB_25085,MADGKI_24900,PBCHDC_23150,PNMAHC_29660,FJKPLL_27620
group_3047,,hypothetical protein,PDAIHB_02545,PBCHDC_09225,KMNHBM_09225,BBDLCB_06310,MADGKI_20850,PBCHDC_09225,PNMAHC_26600,FJKPLL_24625
lepB,lepB,signal peptidase I,PDAIHB_12365,PBCHDC_17455,KMNHBM_17955,BBDLCB_12040,MADGKI_13175,PBCHDC_17455,PNMAHC_19670,FJKPLL_06555
group_3043,pxpB,5-oxoprolinase subunit PxpB,PDAIHB_14480,PBCHDC_05650,KMNHBM_06060,BBDLCB_16775,MADGKI_04530,PBCHDC_05650,PNMAHC_24720,FJKPLL_23125
ncs1,ncs1,nitrate reductase,PDAIHB_10905,PBCHDC_11520,KMNHBM_11515,BBDLCB_22585,MADGKI_15525,PBCHDC_11520,PNMAHC_02780,FJKPLL_02245
group_3042,;gstA,glutathione S-transferase;glutathione binding-like protein,PDAIHB_13220,PBCHDC_16605,KMNHBM_17100,BBDLCB_11280,MADGKI_12415,PBCHDC_16605,PNMAHC_18595,FJKPLL_07380
group_3039,fadH,12-oxophytodienoate reductase,PDAIHB_09885,PBCHDC_14555,KMNHBM_14775,BBDLCB_14695,MADGKI_17510,PBCHDC_14555,PNMAHC_22515,FJKPLL_04150
moaE,moaE,molybdopterin synthase catalytic subunit MoaE,PDAIHB_06330,PBCHDC_03290,KMNHBM_03290,BBDLCB_10520,MADGKI_00820,PBCHDC_03290,PNMAHC_05715,FJKPLL_20105
group_3037,;caiA,Putative monooxygenase DszC family;Monooxygenase DszC family protein;SfnB family sulfur acquisition oxidoreductase,PDAIHB_22915,PBCHDC_22410,KMNHBM_23565,BBDLCB_23780,MADGKI_23110,PBCHDC_22410,PNMAHC_14060,FJKPLL_11915
cheR2,cheR2;,Chemotaxis protein methyltransferase 2;chemotaxis protein CheR,PDAIHB_18100,PBCHDC_25470,KMNHBM_25375,BBDLCB_20980,MADGKI_24070,PBCHDC_25470,PNMAHC_01215,FJKPLL_00695
group_3033,cls,phospholipase,PDAIHB_26055,PBCHDC_22890,KMNHBM_24050,BBDLCB_25345,MADGKI_24640,PBCHDC_22890,PNMAHC_29400,FJKPLL_27360
hslU,hslU,ATP-dependent protease ATPase subunit HslU,PDAIHB_01130,PBCHDC_07810,KMNHBM_07810,BBDLCB_04905,MADGKI_10185,PBCHDC_07810,PNMAHC_27980,FJKPLL_26025
group_3025,;lysR,LysR family transcriptional regulator,PDAIHB_16890,PBCHDC_19245,KMNHBM_19520,BBDLCB_00225,MADGKI_08835,PBCHDC_19245,PNMAHC_13085,FJKPLL_12860
queE,queE;,7-carboxy-7-deazaguanine synthase QueE,PDAIHB_09170,PBCHDC_15265,KMNHBM_15490,BBDLCB_13725,MADGKI_18475,PBCHDC_15265,PNMAHC_21795,FJKPLL_04865
dprA,dprA,DNA-processing protein DprA,PDAIHB_19880,PBCHDC_18120,KMNHBM_18395,BBDLCB_24950,MADGKI_21850,PBCHDC_18120,PNMAHC_00105,FJKPLL_28785
fha1,;fha1,type VI secretion system-associated FHA domain protein TagH;type VI secretion system forkhead-associated protein Fha1;hypothetical protein;FHA domain protein;Fha1,PDAIHB_27790,PBCHDC_26445,KMNHBM_24905,BBDLCB_21455,MADGKI_23595,PBCHDC_26445,PNMAHC_00750,FJKPLL_00225
group_3011,msrP,molybdopterin-binding protein,PDAIHB_02020,PBCHDC_08700,KMNHBM_08700,BBDLCB_05790,MADGKI_20330,PBCHDC_08700,PNMAHC_27095,FJKPLL_25140
cobB2,cobB2,NAD-dependent protein deacylase 2,PDAIHB_11835,PBCHDC_17985,KMNHBM_16680,BBDLCB_12595,MADGKI_19605,PBCHDC_17985,PNMAHC_20120,FJKPLL_06005
group_3010,argS,arginine--tRNA ligase,PDAIHB_01145,PBCHDC_07825,KMNHBM_07825,BBDLCB_04920,MADGKI_10200,PBCHDC_07825,PNMAHC_27965,FJKPLL_26010
ydeE~~~brlR,;ydeE;brlR,transcriptional regulator;c-di-GMP-binding multidrug transporter transcriptional regulator BrlR,PDAIHB_02040,PBCHDC_08720,KMNHBM_08720,BBDLCB_05810,MADGKI_20350,PBCHDC_08720,PNMAHC_27075,FJKPLL_25120
group_3009,,DUF1329 domain-containing protein,PDAIHB_10435,PBCHDC_11990,KMNHBM_11985,BBDLCB_23050,MADGKI_15990,PBCHDC_11990,PNMAHC_02310,FJKPLL_01775
group_3008,araC;,AraC family transcriptional regulator,PDAIHB_05015,PBCHDC_01975,KMNHBM_01975,BBDLCB_02950,MADGKI_06120,PBCHDC_01975,PNMAHC_10315,FJKPLL_15515
cycH,cycH;,Cytochrome c-type biogenesis protein CycH;hypothetical protein,PDAIHB_13305,PBCHDC_16520,KMNHBM_17015,BBDLCB_11200,MADGKI_12335,PBCHDC_16520,PNMAHC_18515,FJKPLL_07465
siaD,siaD,biofilm formation regulator diguanylate cyclase SiaD;biofilm regulation diguanylate cyclase SiaD,PDAIHB_18070,PBCHDC_25440,KMNHBM_25345,BBDLCB_21010,MADGKI_24040,PBCHDC_25440,PNMAHC_01185,FJKPLL_00665
bauA,bauA,Beta-alanine--pyruvate aminotransferase,PDAIHB_17885,PBCHDC_25255,KMNHBM_25160,BBDLCB_21195,MADGKI_23855,PBCHDC_25255,PNMAHC_01010,FJKPLL_00480
murD,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,PDAIHB_13990,PBCHDC_06145,KMNHBM_05565,BBDLCB_16280,MADGKI_04035,PBCHDC_06145,PNMAHC_24030,FJKPLL_22630
group_2998,;rpoE,RNA polymerase subunit sigma;sigma-70 family RNA polymerase sigma factor,PDAIHB_01950,PBCHDC_08630,KMNHBM_08630,BBDLCB_05720,MADGKI_20260,PBCHDC_08630,PNMAHC_27165,FJKPLL_25210
nptA,nptA,Na+/Pi-cotransporter,PDAIHB_20470,PBCHDC_18710,KMNHBM_18985,BBDLCB_24355,MADGKI_21255,PBCHDC_18710,PNMAHC_30300,FJKPLL_28195
group_2997,,DUF4136 domain-containing protein,PDAIHB_02500,PBCHDC_09180,KMNHBM_09180,BBDLCB_06265,MADGKI_20805,PBCHDC_09180,PNMAHC_26645,FJKPLL_24670
group_2996,,peroxiredoxin,PDAIHB_02480,PBCHDC_09160,KMNHBM_09160,BBDLCB_06245,MADGKI_20785,PBCHDC_09160,PNMAHC_26665,FJKPLL_24690
group_2995,lysM,peptidoglycan-binding protein LysM,PDAIHB_00470,PBCHDC_07150,KMNHBM_07150,BBDLCB_04245,MADGKI_09525,PBCHDC_07150,PNMAHC_28600,FJKPLL_26680
aCT3,aCT-3;,acetyltransferase;hypothetical protein;ACT domain-containing protein,PDAIHB_13735,PBCHDC_06400,KMNHBM_05310,BBDLCB_16025,MADGKI_03780,PBCHDC_06400,PNMAHC_23775,FJKPLL_22375
group_2985,,hypothetical protein,PDAIHB_27380,PBCHDC_23260,KMNHBM_24420,BBDLCB_17465,MADGKI_05220,PBCHDC_23260,PNMAHC_25500,FJKPLL_23815
group_2982,,Helix-hairpin-helix domain-containing protein;Pathogenicity locus,PDAIHB_00665,PBCHDC_07345,KMNHBM_07345,BBDLCB_04430,MADGKI_09710,PBCHDC_07345,PNMAHC_28420,FJKPLL_26500
accC,accC,acetyl-CoA carboxylase biotin carboxylase subunit,PDAIHB_02200,PBCHDC_08880,KMNHBM_08880,BBDLCB_05965,MADGKI_20505,PBCHDC_08880,PNMAHC_26920,FJKPLL_24965
